c Problem SAT 5+  100 + 1
p cnf 622 2429
-39 51 135 0
-39 -51 -135 0
27 135 -136 0
27 -135 -136 0
-27 135 -136 0
-27 -135 136 0
27 135 -137 0
27 -135 137 0
-27 135 137 0
-27 -135 -137 0
134 136 -138 0
134 -136 138 0
-134 136 138 0
-134 -136 -138 0
40 52 -139 0
40 -52 -139 0
-40 52 -139 0
-40 -52 139 0
40 52 -140 0
40 -52 140 0
-40 52 140 0
-40 -52 -140 0
28 140 -141 0
28 -140 -141 0
-28 140 -141 0
-28 -140 141 0
28 140 -142 0
28 -140 142 0
-28 140 142 0
-28 -140 -142 0
139 141 -143 0
139 -141 143 0
-139 141 143 0
-139 -141 -143 0
41 53 -144 0
41 -53 -144 0
-41 53 -144 0
-41 -53 144 0
41 53 -145 0
41 -53 145 0
-41 53 145 0
-41 -53 -145 0
29 145 -146 0
29 -145 -146 0
-29 145 -146 0
-29 -145 146 0
29 145 -147 0
29 -145 147 0
-29 145 147 0
-29 -145 -147 0
144 146 -148 0
144 -146 148 0
-144 146 148 0
-144 -146 -148 0
42 54 -149 0
42 -54 -149 0
-42 54 -149 0
-42 -54 149 0
42 54 -150 0
42 -54 150 0
-42 54 150 0
-42 -54 -150 0
30 150 -151 0
30 -150 -151 0
-30 150 -151 0
-30 -150 151 0
30 150 -152 0
30 -150 152 0
-30 150 152 0
-30 -150 -152 0
149 151 -153 0
149 -151 153 0
-149 151 153 0
-149 -151 -153 0
43 55 -154 0
43 -55 -154 0
-43 55 -154 0
-43 -55 154 0
43 55 -155 0
43 -55 155 0
-43 55 155 0
-43 -55 -155 0
31 155 -156 0
31 -155 -156 0
-31 155 -156 0
-31 -155 156 0
31 155 -157 0
31 -155 157 0
-31 155 157 0
-31 -155 -157 0
154 156 -158 0
154 -156 158 0
-154 156 158 0
-154 -156 -158 0
44 56 -159 0
44 -56 -159 0
-44 56 -159 0
-44 -56 159 0
44 56 -160 0
44 -56 160 0
-44 56 160 0
-44 -56 -160 0
32 160 -161 0
32 -160 -161 0
-32 160 -161 0
-32 -160 161 0
32 160 -162 0
32 -160 162 0
-32 160 162 0
-32 -160 -162 0
159 161 -163 0
159 -161 163 0
-159 161 163 0
-159 -161 -163 0
45 57 -164 0
45 -57 -164 0
-45 57 -164 0
-45 -57 164 0
45 57 -165 0
45 -57 165 0
-45 57 165 0
-45 -57 -165 0
33 165 -166 0
33 -165 -166 0
-33 165 -166 0
-33 -165 166 0
33 165 -167 0
33 -165 167 0
-33 165 167 0
-33 -165 -167 0
164 166 -168 0
164 -166 168 0
-164 166 168 0
-164 -166 -168 0
46 58 -169 0
46 -58 -169 0
-46 58 -169 0
-46 -58 169 0
46 58 -170 0
46 -58 170 0
-46 58 170 0
-46 -58 -170 0
61 73 -171 0
61 -73 -171 0
-61 73 -171 0
-61 -73 171 0
61 73 -172 0
61 -73 172 0
-61 73 172 0
-61 -73 -172 0
74 86 -173 0
74 -86 -173 0
-74 86 -173 0
-74 -86 173 0
74 86 -174 0
74 -86 174 0
-74 86 174 0
-74 -86 -174 0
62 174 -175 0
62 -174 -175 0
-62 174 -175 0
-62 -174 175 0
62 174 -176 0
62 -174 176 0
-62 174 176 0
-62 -174 -176 0
173 175 -177 0
173 -175 177 0
-173 175 177 0
-173 -175 -177 0
75 87 -178 0
75 -87 -178 0
-75 87 -178 0
-75 -87 178 0
75 87 -179 0
75 -87 179 0
-75 87 179 0
-75 -87 -179 0
63 179 -180 0
63 -179 -180 0
-63 179 -180 0
-63 -179 180 0
63 179 -181 0
63 -179 181 0
-63 179 181 0
-63 -179 -181 0
178 180 -182 0
178 -180 182 0
-178 180 182 0
-178 -180 -182 0
76 88 -183 0
76 -88 -183 0
-76 88 -183 0
-76 -88 183 0
76 88 -184 0
76 -88 184 0
-76 88 184 0
-76 -88 -184 0
64 184 -185 0
64 -184 -185 0
-64 184 -185 0
-64 -184 185 0
64 184 -186 0
64 -184 186 0
-64 184 186 0
-64 -184 -186 0
183 185 -187 0
183 -185 187 0
-183 185 187 0
-183 -185 -187 0
77 89 -188 0
77 -89 -188 0
-77 89 -188 0
-77 -89 188 0
77 89 -189 0
77 -89 189 0
-77 89 189 0
-77 -89 -189 0
65 189 -190 0
65 -189 -190 0
-65 189 -190 0
-65 -189 190 0
65 189 -191 0
65 -189 191 0
-65 189 191 0
-65 -189 -191 0
188 190 -192 0
188 -190 192 0
-188 190 192 0
-188 -190 -192 0
78 90 -193 0
78 -90 -193 0
-78 90 -193 0
-78 -90 193 0
78 90 -194 0
78 -90 194 0
-78 90 194 0
-78 -90 -194 0
66 194 -195 0
66 -194 -195 0
-66 194 -195 0
-66 -194 195 0
66 194 -196 0
66 -194 196 0
-66 194 196 0
-66 -194 -196 0
193 195 -197 0
193 -195 197 0
-193 195 197 0
-193 -195 -197 0
79 91 -198 0
79 -91 -198 0
-79 91 -198 0
-79 -91 198 0
79 91 -199 0
79 -91 199 0
-79 91 199 0
-79 -91 -199 0
67 199 -200 0
67 -199 -200 0
-67 199 -200 0
-67 -199 200 0
67 199 -201 0
67 -199 201 0
-67 199 201 0
-67 -199 -201 0
198 200 -202 0
198 -200 202 0
-198 200 202 0
-198 -200 -202 0
80 92 -203 0
80 -92 -203 0
-80 92 -203 0
-80 -92 203 0
80 92 -204 0
80 -92 204 0
-80 92 204 0
-80 -92 -204 0
68 204 -205 0
68 -204 -205 0
-68 204 -205 0
-68 -204 205 0
68 204 -206 0
68 -204 206 0
-68 204 206 0
-68 -204 -206 0
203 205 -207 0
203 -205 207 0
-203 205 207 0
-203 -205 -207 0
81 93 -208 0
81 -93 -208 0
-81 93 -208 0
-81 -93 208 0
81 93 -209 0
81 -93 209 0
-81 93 209 0
-81 -93 -209 0
69 209 -210 0
69 -209 -210 0
-69 209 -210 0
-69 -209 210 0
69 209 -211 0
69 -209 211 0
-69 209 211 0
-69 -209 -211 0
208 210 -212 0
208 -210 212 0
-208 210 212 0
-208 -210 -212 0
82 94 -213 0
82 -94 -213 0
-82 94 -213 0
-82 -94 213 0
82 94 -214 0
82 -94 214 0
-82 94 214 0
-82 -94 -214 0
70 214 -215 0
70 -214 -215 0
-70 214 -215 0
-70 -214 215 0
70 214 -216 0
70 -214 216 0
-70 214 216 0
-70 -214 -216 0
213 215 -217 0
213 -215 217 0
-213 215 217 0
-213 -215 -217 0
83 95 -218 0
83 -95 -218 0
-83 95 -218 0
-83 -95 218 0
83 95 -219 0
83 -95 219 0
-83 95 219 0
-83 -95 -219 0
71 219 -220 0
71 -219 -220 0
-71 219 -220 0
-71 -219 220 0
71 219 -221 0
71 -219 221 0
-71 219 221 0
-71 -219 -221 0
218 220 -222 0
218 -220 222 0
-218 220 222 0
-218 -220 -222 0
84 96 -223 0
84 -96 -223 0
-84 96 -223 0
-84 -96 223 0
84 96 -224 0
84 -96 224 0
-84 96 224 0
-84 -96 -224 0
72 224 -225 0
72 -224 -225 0
-72 224 -225 0
-72 -224 225 0
72 224 -226 0
72 -224 226 0
-72 224 226 0
-72 -224 -226 0
223 225 -227 0
223 -225 227 0
-223 225 227 0
-223 -225 -227 0
85 97 -228 0
85 -97 -228 0
-85 97 -228 0
-85 -97 228 0
85 97 -229 0
85 -97 229 0
-85 97 229 0
-85 -97 -229 0
112 117 -230 0
112 -117 -230 0
-112 117 -230 0
-112 -117 230 0
112 117 -231 0
112 -117 231 0
-112 117 231 0
-112 -117 -231 0
118 122 -232 0
118 -122 -232 0
-118 122 -232 0
-118 -122 232 0
118 122 -233 0
118 -122 233 0
-118 122 233 0
-118 -122 -233 0
123 127 -234 0
123 -127 -234 0
-123 127 -234 0
-123 -127 234 0
123 127 -235 0
123 -127 235 0
-123 127 235 0
-123 -127 -235 0
171 132 -236 0
171 -132 -236 0
-171 132 -236 0
-171 -132 236 0
171 132 -237 0
171 -132 237 0
-171 132 237 0
-171 -132 -237 0
128 237 -238 0
128 -237 -238 0
-128 237 -238 0
-128 -237 238 0
128 237 -239 0
128 -237 239 0
-128 237 239 0
-128 -237 -239 0
236 238 -240 0
236 -238 240 0
-236 238 240 0
-236 -238 -240 0
177 137 -241 0
177 -137 -241 0
-177 137 -241 0
-177 -137 241 0
177 137 -242 0
177 -137 242 0
-177 137 242 0
-177 -137 -242 0
133 242 -243 0
133 -242 -243 0
-133 242 -243 0
-133 -242 243 0
133 242 -244 0
133 -242 244 0
-133 242 244 0
-133 -242 -244 0
241 243 -245 0
241 -243 245 0
-241 243 245 0
-241 -243 -245 0
182 142 -246 0
182 -142 -246 0
-182 142 -246 0
-182 -142 246 0
182 142 -247 0
182 -142 247 0
-182 142 247 0
-182 -142 -247 0
138 247 -248 0
138 -247 -248 0
-138 247 -248 0
-138 -247 248 0
138 247 -249 0
138 -247 249 0
-138 247 249 0
-138 -247 -249 0
246 248 -250 0
246 -248 250 0
-246 248 250 0
-246 -248 -250 0
187 147 -251 0
187 -147 -251 0
-187 147 -251 0
-187 -147 251 0
187 147 -252 0
187 -147 252 0
-187 147 252 0
-187 -147 -252 0
143 252 -253 0
143 -252 -253 0
-143 252 -253 0
-143 -252 253 0
143 252 -254 0
143 -252 254 0
-143 252 254 0
-143 -252 -254 0
251 253 -255 0
251 -253 255 0
-251 253 255 0
-251 -253 -255 0
192 152 -256 0
192 -152 -256 0
-192 152 -256 0
-192 -152 256 0
192 152 -257 0
192 -152 257 0
-192 152 257 0
-192 -152 -257 0
148 257 -258 0
148 -257 -258 0
-148 257 -258 0
-148 -257 258 0
148 257 -259 0
148 -257 259 0
-148 257 259 0
-148 -257 -259 0
256 258 -260 0
256 -258 260 0
-256 258 260 0
-256 -258 -260 0
197 157 -261 0
197 -157 -261 0
-197 157 -261 0
-197 -157 261 0
197 157 -262 0
197 -157 262 0
-197 157 262 0
-197 -157 -262 0
153 262 -263 0
153 -262 -263 0
-153 262 -263 0
-153 -262 263 0
153 262 -264 0
153 -262 264 0
-153 262 264 0
-153 -262 -264 0
261 263 -265 0
261 -263 265 0
-261 263 265 0
-261 -263 -265 0
202 162 -266 0
202 -162 -266 0
-202 162 -266 0
-202 -162 266 0
202 162 -267 0
202 -162 267 0
-202 162 267 0
-202 -162 -267 0
158 267 -268 0
158 -267 -268 0
-158 267 -268 0
-158 -267 268 0
158 267 -269 0
158 -267 269 0
-158 267 269 0
-158 -267 -269 0
266 268 -270 0
266 -268 270 0
-266 268 270 0
-266 -268 -270 0
207 167 -271 0
207 -167 -271 0
-207 167 -271 0
-207 -167 271 0
207 167 -272 0
207 -167 272 0
-207 167 272 0
-207 -167 -272 0
163 272 -273 0
163 -272 -273 0
-163 272 -273 0
-163 -272 273 0
163 272 -274 0
163 -272 274 0
-163 272 274 0
-163 -272 -274 0
271 273 -275 0
271 -273 275 0
-271 273 275 0
-271 -273 -275 0
212 170 -276 0
212 -170 -276 0
-212 170 -276 0
-212 -170 276 0
212 170 -277 0
212 -170 277 0
-212 170 277 0
-212 -170 -277 0
168 277 -278 0
168 -277 -278 0
-168 277 -278 0
-168 -277 278 0
168 277 -279 0
168 -277 279 0
-168 277 279 0
-168 -277 -279 0
276 278 -280 0
276 -278 280 0
-276 278 280 0
-276 -278 -280 0
217 59 -281 0
217 -59 -281 0
-217 59 -281 0
-217 -59 281 0
217 59 -282 0
217 -59 282 0
-217 59 282 0
-217 -59 -282 0
169 282 -283 0
169 -282 -283 0
-169 282 -283 0
-169 -282 283 0
169 282 -284 0
169 -282 284 0
-169 282 284 0
-169 -282 -284 0
281 283 -285 0
281 -283 285 0
-281 283 285 0
-281 -283 -285 0
233 60 -286 0
233 -60 -286 0
-233 60 -286 0
-233 -60 286 0
233 60 -287 0
233 -60 287 0
-233 60 287 0
-233 -60 -287 0
230 287 -288 0
230 -287 -288 0
-230 287 -288 0
-230 -287 288 0
230 287 -289 0
230 -287 289 0
-230 287 289 0
-230 -287 -289 0
286 288 -290 0
286 -288 290 0
-286 288 290 0
-286 -288 -290 0
235 172 -291 0
235 -172 -291 0
-235 172 -291 0
-235 -172 291 0
235 172 -292 0
235 -172 292 0
-235 172 292 0
-235 -172 -292 0
232 292 -293 0
232 -292 -293 0
-232 292 -293 0
-232 -292 293 0
232 292 -294 0
232 -292 294 0
-232 292 294 0
-232 -292 -294 0
291 293 -295 0
291 -293 295 0
-291 293 295 0
-291 -293 -295 0
239 176 -296 0
239 -176 -296 0
-239 176 -296 0
-239 -176 296 0
239 176 -297 0
239 -176 297 0
-239 176 297 0
-239 -176 -297 0
234 297 -298 0
234 -297 -298 0
-234 297 -298 0
-234 -297 298 0
234 297 -299 0
234 -297 299 0
-234 297 299 0
-234 -297 -299 0
296 298 -300 0
296 -298 300 0
-296 298 300 0
-296 -298 -300 0
244 181 -301 0
244 -181 -301 0
-244 181 -301 0
-244 -181 301 0
244 181 -302 0
244 -181 302 0
-244 181 302 0
-244 -181 -302 0
240 302 -303 0
240 -302 -303 0
-240 302 -303 0
-240 -302 303 0
240 302 -304 0
240 -302 304 0
-240 302 304 0
-240 -302 -304 0
301 303 -305 0
301 -303 305 0
-301 303 305 0
-301 -303 -305 0
249 186 -306 0
249 -186 -306 0
-249 186 -306 0
-249 -186 306 0
249 186 -307 0
249 -186 307 0
-249 186 307 0
-249 -186 -307 0
245 307 -308 0
245 -307 -308 0
-245 307 -308 0
-245 -307 308 0
245 307 -309 0
245 -307 309 0
-245 307 309 0
-245 -307 -309 0
306 308 -310 0
306 -308 310 0
-306 308 310 0
-306 -308 -310 0
254 191 -311 0
254 -191 -311 0
-254 191 -311 0
-254 -191 311 0
254 191 -312 0
254 -191 312 0
-254 191 312 0
-254 -191 -312 0
250 312 -313 0
250 -312 -313 0
-250 312 -313 0
-250 -312 313 0
250 312 -314 0
250 -312 314 0
-250 312 314 0
-250 -312 -314 0
311 313 -315 0
311 -313 315 0
-311 313 315 0
-311 -313 -315 0
259 196 -316 0
259 -196 -316 0
-259 196 -316 0
-259 -196 316 0
259 196 -317 0
259 -196 317 0
-259 196 317 0
-259 -196 -317 0
255 317 -318 0
255 -317 -318 0
-255 317 -318 0
-255 -317 318 0
255 317 -319 0
255 -317 319 0
-255 317 319 0
-255 -317 -319 0
316 318 -320 0
316 -318 320 0
-316 318 320 0
-316 -318 -320 0
264 201 -321 0
264 -201 -321 0
-264 201 -321 0
-264 -201 321 0
264 201 -322 0
264 -201 322 0
-264 201 322 0
-264 -201 -322 0
260 322 -323 0
260 -322 -323 0
-260 322 -323 0
-260 -322 323 0
260 322 -324 0
260 -322 324 0
-260 322 324 0
-260 -322 -324 0
321 323 -325 0
321 -323 325 0
-321 323 325 0
-321 -323 -325 0
269 206 -326 0
269 -206 -326 0
-269 206 -326 0
-269 -206 326 0
269 206 -327 0
269 -206 327 0
-269 206 327 0
-269 -206 -327 0
265 327 -328 0
265 -327 -328 0
-265 327 -328 0
-265 -327 328 0
265 327 -329 0
265 -327 329 0
-265 327 329 0
-265 -327 -329 0
326 328 -330 0
326 -328 330 0
-326 328 330 0
-326 -328 -330 0
274 211 -331 0
274 -211 -331 0
-274 211 -331 0
-274 -211 331 0
274 211 -332 0
274 -211 332 0
-274 211 332 0
-274 -211 -332 0
270 332 -333 0
270 -332 -333 0
-270 332 -333 0
-270 -332 333 0
270 332 -334 0
270 -332 334 0
-270 332 334 0
-270 -332 -334 0
331 333 -335 0
331 -333 335 0
-331 333 335 0
-331 -333 -335 0
279 216 -336 0
279 -216 -336 0
-279 216 -336 0
-279 -216 336 0
279 216 -337 0
279 -216 337 0
-279 216 337 0
-279 -216 -337 0
275 337 -338 0
275 -337 -338 0
-275 337 -338 0
-275 -337 338 0
275 337 -339 0
275 -337 339 0
-275 337 339 0
-275 -337 -339 0
336 338 -340 0
336 -338 340 0
-336 338 340 0
-336 -338 -340 0
284 221 -341 0
284 -221 -341 0
-284 221 -341 0
-284 -221 341 0
284 221 -342 0
284 -221 342 0
-284 221 342 0
-284 -221 -342 0
280 342 -343 0
280 -342 -343 0
-280 342 -343 0
-280 -342 343 0
280 342 -344 0
280 -342 344 0
-280 342 344 0
-280 -342 -344 0
341 343 -345 0
341 -343 345 0
-341 343 345 0
-341 -343 -345 0
222 226 -346 0
222 -226 -346 0
-222 226 -346 0
-222 -226 346 0
222 226 -347 0
222 -226 347 0
-222 226 347 0
-222 -226 -347 0
285 347 -348 0
285 -347 -348 0
-285 347 -348 0
-285 -347 348 0
285 347 -349 0
285 -347 349 0
-285 347 349 0
-285 -347 -349 0
346 348 -350 0
346 -348 350 0
-346 348 350 0
-346 -348 -350 0
227 229 -351 0
227 -229 -351 0
-227 229 -351 0
-227 -229 351 0
227 229 -352 0
227 -229 352 0
-227 229 352 0
-227 -229 -352 0
228 98 -353 0
228 -98 -353 0
-228 98 -353 0
-228 -98 353 0
228 98 -354 0
228 -98 354 0
-228 98 354 0
-228 -98 -354 0
290 294 -355 0
290 -294 -355 0
-290 294 -355 0
-290 -294 355 0
290 294 -356 0
290 -294 356 0
-290 294 356 0
-290 -294 -356 0
295 299 -357 0
295 -299 -357 0
-295 299 -357 0
-295 -299 357 0
295 299 -358 0
295 -299 358 0
-295 299 358 0
-295 -299 -358 0
304 99 -359 0
304 -99 -359 0
-304 99 -359 0
-304 -99 359 0
304 99 -360 0
304 -99 360 0
-304 99 360 0
-304 -99 -360 0
300 360 -361 0
300 -360 -361 0
-300 360 -361 0
-300 -360 361 0
300 360 -362 0
300 -360 362 0
-300 360 362 0
-300 -360 -362 0
359 361 -363 0
359 -361 363 0
-359 361 363 0
-359 -361 -363 0
309 100 -364 0
309 -100 -364 0
-309 100 -364 0
-309 -100 364 0
309 100 -365 0
309 -100 365 0
-309 100 365 0
-309 -100 -365 0
305 365 -366 0
305 -365 -366 0
-305 365 -366 0
-305 -365 366 0
305 365 -367 0
305 -365 367 0
-305 365 367 0
-305 -365 -367 0
364 366 -368 0
364 -366 368 0
-364 366 368 0
-364 -366 -368 0
314 101 -369 0
314 -101 -369 0
-314 101 -369 0
-314 -101 369 0
314 101 -370 0
314 -101 370 0
-314 101 370 0
-314 -101 -370 0
310 370 -371 0
310 -370 -371 0
-310 370 -371 0
-310 -370 371 0
310 370 -372 0
310 -370 372 0
-310 370 372 0
-310 -370 -372 0
369 371 -373 0
369 -371 373 0
-369 371 373 0
-369 -371 -373 0
319 102 -374 0
319 -102 -374 0
-319 102 -374 0
-319 -102 374 0
319 102 -375 0
319 -102 375 0
-319 102 375 0
-319 -102 -375 0
315 375 -376 0
315 -375 -376 0
-315 375 -376 0
-315 -375 376 0
315 375 -377 0
315 -375 377 0
-315 375 377 0
-315 -375 -377 0
374 376 -378 0
374 -376 378 0
-374 376 378 0
-374 -376 -378 0
324 103 -379 0
324 -103 -379 0
-324 103 -379 0
-324 -103 379 0
324 103 -380 0
324 -103 380 0
-324 103 380 0
-324 -103 -380 0
320 380 -381 0
320 -380 -381 0
-320 380 -381 0
-320 -380 381 0
320 380 -382 0
320 -380 382 0
