c Problem SAT 6 + 102
c
p cnf 573 2232
132 -134 136 0
-132 134 136 0
-132 -134 -136 0
12 16 -137 0
12 -16 -137 0
-12 16 -137 0
-12 -16 137 0
70 137 -138 0
70 -137 -138 0
-70 137 -138 0
-70 -137 138 0
70 137 -139 0
70 -137 139 0
-70 137 139 0
-70 -137 -139 0
68 139 -140 0
68 -139 -140 0
-68 139 -140 0
-68 -139 140 0
68 139 -141 0
68 -139 141 0
-68 139 141 0
-68 -139 -141 0
138 140 -142 0
138 -140 142 0
-138 140 142 0
-138 -140 -142 0
13 16 -143 0
13 -16 -143 0
-13 16 -143 0
-13 -16 143 0
1 17 -144 0
1 -17 -144 0
-1 17 -144 0
-1 -17 144 0
81 144 -145 0
81 -144 -145 0
-81 144 -145 0
-81 -144 145 0
81 144 -146 0
81 -144 146 0
-81 144 146 0
-81 -144 -146 0
76 146 -147 0
76 -146 -147 0
-76 146 -147 0
-76 -146 147 0
76 146 -148 0
76 -146 148 0
-76 146 148 0
-76 -146 -148 0
145 147 -149 0
145 -147 149 0
-145 147 149 0
-145 -147 -149 0
2 17 -150 0
2 -17 -150 0
-2 17 -150 0
-2 -17 150 0
87 150 -151 0
87 -150 -151 0
-87 150 -151 0
-87 -150 151 0
87 150 -152 0
87 -150 152 0
-87 150 152 0
-87 -150 -152 0
82 152 -153 0
82 -152 -153 0
-82 152 -153 0
-82 -152 153 0
82 152 -154 0
82 -152 154 0
-82 152 154 0
-82 -152 -154 0
151 153 -155 0
151 -153 155 0
-151 153 155 0
-151 -153 -155 0
3 17 -156 0
3 -17 -156 0
-3 17 -156 0
-3 -17 156 0
93 156 -157 0
93 -156 -157 0
-93 156 -157 0
-93 -156 157 0
93 156 -158 0
93 -156 158 0
-93 156 158 0
-93 -156 -158 0
88 158 -159 0
88 -158 -159 0
-88 158 -159 0
-88 -158 159 0
88 158 -160 0
88 -158 160 0
-88 158 160 0
-88 -158 -160 0
157 159 -161 0
157 -159 161 0
-157 159 161 0
-157 -159 -161 0
4 17 -162 0
4 -17 -162 0
-4 17 -162 0
-4 -17 162 0
99 162 -163 0
99 -162 -163 0
-99 162 -163 0
-99 -162 163 0
99 162 -164 0
99 -162 164 0
-99 162 164 0
-99 -162 -164 0
94 164 -165 0
94 -164 -165 0
-94 164 -165 0
-94 -164 165 0
94 164 -166 0
94 -164 166 0
-94 164 166 0
-94 -164 -166 0
163 165 -167 0
163 -165 167 0
-163 165 167 0
-163 -165 -167 0
5 17 -168 0
5 -17 -168 0
-5 17 -168 0
-5 -17 168 0
105 168 -169 0
105 -168 -169 0
-105 168 -169 0
-105 -168 169 0
105 168 -170 0
105 -168 170 0
-105 168 170 0
-105 -168 -170 0
100 170 -171 0
100 -170 -171 0
-100 170 -171 0
-100 -170 171 0
100 170 -172 0
100 -170 172 0
-100 170 172 0
-100 -170 -172 0
169 171 -173 0
169 -171 173 0
-169 171 173 0
-169 -171 -173 0
6 17 -174 0
6 -17 -174 0
-6 17 -174 0
-6 -17 174 0
111 174 -175 0
111 -174 -175 0
-111 174 -175 0
-111 -174 175 0
111 174 -176 0
111 -174 176 0
-111 174 176 0
-111 -174 -176 0
106 176 -177 0
106 -176 -177 0
-106 176 -177 0
-106 -176 177 0
106 176 -178 0
106 -176 178 0
-106 176 178 0
-106 -176 -178 0
175 177 -179 0
175 -177 179 0
-175 177 179 0
-175 -177 -179 0
7 17 -180 0
7 -17 -180 0
-7 17 -180 0
-7 -17 180 0
117 180 -181 0
117 -180 -181 0
-117 180 -181 0
-117 -180 181 0
117 180 -182 0
117 -180 182 0
-117 180 182 0
-117 -180 -182 0
112 182 -183 0
112 -182 -183 0
-112 182 -183 0
-112 -182 183 0
112 182 -184 0
112 -182 184 0
-112 182 184 0
-112 -182 -184 0
181 183 -185 0
181 -183 185 0
-181 183 185 0
-181 -183 -185 0
8 17 -186 0
8 -17 -186 0
-8 17 -186 0
-8 -17 186 0
123 186 -187 0
123 -186 -187 0
-123 186 -187 0
-123 -186 187 0
123 186 -188 0
123 -186 188 0
-123 186 188 0
-123 -186 -188 0
118 188 -189 0
118 -188 -189 0
-118 188 -189 0
-118 -188 189 0
118 188 -190 0
118 -188 190 0
-118 188 190 0
-118 -188 -190 0
187 189 -191 0
187 -189 191 0
-187 189 191 0
-187 -189 -191 0
9 17 -192 0
9 -17 -192 0
-9 17 -192 0
-9 -17 192 0
129 192 -193 0
129 -192 -193 0
-129 192 -193 0
-129 -192 193 0
129 192 -194 0
129 -192 194 0
-129 192 194 0
-129 -192 -194 0
124 194 -195 0
124 -194 -195 0
-124 194 -195 0
-124 -194 195 0
124 194 -196 0
124 -194 196 0
-124 194 196 0
-124 -194 -196 0
193 195 -197 0
193 -195 197 0
-193 195 197 0
-193 -195 -197 0
10 17 -198 0
10 -17 -198 0
-10 17 -198 0
-10 -17 198 0
135 198 -199 0
135 -198 -199 0
-135 198 -199 0
-135 -198 199 0
135 198 -200 0
135 -198 200 0
-135 198 200 0
-135 -198 -200 0
130 200 -201 0
130 -200 -201 0
-130 200 -201 0
-130 -200 201 0
130 200 -202 0
130 -200 202 0
-130 200 202 0
-130 -200 -202 0
199 201 -203 0
199 -201 203 0
-199 201 203 0
-199 -201 -203 0
11 17 -204 0
11 -17 -204 0
-11 17 -204 0
-11 -17 204 0
141 204 -205 0
141 -204 -205 0
-141 204 -205 0
-141 -204 205 0
141 204 -206 0
141 -204 206 0
-141 204 206 0
-141 -204 -206 0
136 206 -207 0
136 -206 -207 0
-136 206 -207 0
-136 -206 207 0
136 206 -208 0
136 -206 208 0
-136 206 208 0
-136 -206 -208 0
205 207 -209 0
205 -207 209 0
-205 207 209 0
-205 -207 -209 0
12 17 -210 0
12 -17 -210 0
-12 17 -210 0
-12 -17 210 0
143 210 -211 0
143 -210 -211 0
-143 210 -211 0
-143 -210 211 0
143 210 -212 0
143 -210 212 0
-143 210 212 0
-143 -210 -212 0
142 212 -213 0
142 -212 -213 0
-142 212 -213 0
-142 -212 213 0
142 212 -214 0
142 -212 214 0
-142 212 214 0
-142 -212 -214 0
211 213 -215 0
211 -213 215 0
-211 213 215 0
-211 -213 -215 0
13 17 -216 0
13 -17 -216 0
-13 17 -216 0
-13 -17 216 0
1 18 -217 0
1 -18 -217 0
-1 18 -217 0
-1 -18 217 0
154 217 -218 0
154 -217 -218 0
-154 217 -218 0
-154 -217 218 0
154 217 -219 0
154 -217 219 0
-154 217 219 0
-154 -217 -219 0
149 219 -220 0
149 -219 -220 0
-149 219 -220 0
-149 -219 220 0
149 219 -221 0
149 -219 221 0
-149 219 221 0
-149 -219 -221 0
218 220 -222 0
218 -220 222 0
-218 220 222 0
-218 -220 -222 0
2 18 -223 0
2 -18 -223 0
-2 18 -223 0
-2 -18 223 0
160 223 -224 0
160 -223 -224 0
-160 223 -224 0
-160 -223 224 0
160 223 -225 0
160 -223 225 0
-160 223 225 0
-160 -223 -225 0
155 225 -226 0
155 -225 -226 0
-155 225 -226 0
-155 -225 226 0
155 225 -227 0
155 -225 227 0
-155 225 227 0
-155 -225 -227 0
224 226 -228 0
224 -226 228 0
-224 226 228 0
-224 -226 -228 0
3 18 -229 0
3 -18 -229 0
-3 18 -229 0
-3 -18 229 0
166 229 -230 0
166 -229 -230 0
-166 229 -230 0
-166 -229 230 0
166 229 -231 0
166 -229 231 0
-166 229 231 0
-166 -229 -231 0
161 231 -232 0
161 -231 -232 0
-161 231 -232 0
-161 -231 232 0
161 231 -233 0
161 -231 233 0
-161 231 233 0
-161 -231 -233 0
230 232 -234 0
230 -232 234 0
-230 232 234 0
-230 -232 -234 0
4 18 -235 0
4 -18 -235 0
-4 18 -235 0
-4 -18 235 0
172 235 -236 0
172 -235 -236 0
-172 235 -236 0
-172 -235 236 0
172 235 -237 0
172 -235 237 0
-172 235 237 0
-172 -235 -237 0
167 237 -238 0
167 -237 -238 0
-167 237 -238 0
-167 -237 238 0
167 237 -239 0
167 -237 239 0
-167 237 239 0
-167 -237 -239 0
236 238 -240 0
236 -238 240 0
-236 238 240 0
-236 -238 -240 0
5 18 -241 0
5 -18 -241 0
-5 18 -241 0
-5 -18 241 0
178 241 -242 0
178 -241 -242 0
-178 241 -242 0
-178 -241 242 0
178 241 -243 0
178 -241 243 0
-178 241 243 0
-178 -241 -243 0
173 243 -244 0
173 -243 -244 0
-173 243 -244 0
-173 -243 244 0
173 243 -245 0
173 -243 245 0
-173 243 245 0
-173 -243 -245 0
242 244 -246 0
242 -244 246 0
-242 244 246 0
-242 -244 -246 0
6 18 -247 0
6 -18 -247 0
-6 18 -247 0
-6 -18 247 0
184 247 -248 0
184 -247 -248 0
-184 247 -248 0
-184 -247 248 0
184 247 -249 0
184 -247 249 0
-184 247 249 0
-184 -247 -249 0
179 249 -250 0
179 -249 -250 0
-179 249 -250 0
-179 -249 250 0
179 249 -251 0
179 -249 251 0
-179 249 251 0
-179 -249 -251 0
248 250 -252 0
248 -250 252 0
-248 250 252 0
-248 -250 -252 0
7 18 -253 0
7 -18 -253 0
-7 18 -253 0
-7 -18 253 0
190 253 -254 0
190 -253 -254 0
-190 253 -254 0
-190 -253 254 0
190 253 -255 0
190 -253 255 0
-190 253 255 0
-190 -253 -255 0
185 255 -256 0
185 -255 -256 0
-185 255 -256 0
-185 -255 256 0
185 255 -257 0
185 -255 257 0
-185 255 257 0
-185 -255 -257 0
254 256 -258 0
254 -256 258 0
-254 256 258 0
-254 -256 -258 0
8 18 -259 0
8 -18 -259 0
-8 18 -259 0
-8 -18 259 0
196 259 -260 0
196 -259 -260 0
-196 259 -260 0
-196 -259 260 0
196 259 -261 0
196 -259 261 0
-196 259 261 0
-196 -259 -261 0
191 261 -262 0
191 -261 -262 0
-191 261 -262 0
-191 -261 262 0
191 261 -263 0
191 -261 263 0
-191 261 263 0
-191 -261 -263 0
260 262 -264 0
260 -262 264 0
-260 262 264 0
-260 -262 -264 0
9 18 -265 0
9 -18 -265 0
-9 18 -265 0
-9 -18 265 0
202 265 -266 0
202 -265 -266 0
-202 265 -266 0
-202 -265 266 0
202 265 -267 0
202 -265 267 0
-202 265 267 0
-202 -265 -267 0
197 267 -268 0
197 -267 -268 0
-197 267 -268 0
-197 -267 268 0
197 267 -269 0
197 -267 269 0
-197 267 269 0
-197 -267 -269 0
266 268 -270 0
266 -268 270 0
-266 268 270 0
-266 -268 -270 0
10 18 -271 0
10 -18 -271 0
-10 18 -271 0
-10 -18 271 0
208 271 -272 0
208 -271 -272 0
-208 271 -272 0
-208 -271 272 0
208 271 -273 0
208 -271 273 0
-208 271 273 0
-208 -271 -273 0
203 273 -274 0
203 -273 -274 0
-203 273 -274 0
-203 -273 274 0
203 273 -275 0
203 -273 275 0
-203 273 275 0
-203 -273 -275 0
272 274 -276 0
272 -274 276 0
-272 274 276 0
-272 -274 -276 0
11 18 -277 0
11 -18 -277 0
-11 18 -277 0
-11 -18 277 0
214 277 -278 0
214 -277 -278 0
-214 277 -278 0
-214 -277 278 0
214 277 -279 0
214 -277 279 0
-214 277 279 0
-214 -277 -279 0
209 279 -280 0
209 -279 -280 0
-209 279 -280 0
-209 -279 280 0
209 279 -281 0
209 -279 281 0
-209 279 281 0
-209 -279 -281 0
278 280 -282 0
278 -280 282 0
-278 280 282 0
-278 -280 -282 0
12 18 -283 0
12 -18 -283 0
-12 18 -283 0
-12 -18 283 0
216 283 -284 0
216 -283 -284 0
-216 283 -284 0
-216 -283 284 0
216 283 -285 0
216 -283 285 0
-216 283 285 0
-216 -283 -285 0
215 285 -286 0
215 -285 -286 0
-215 285 -286 0
-215 -285 286 0
215 285 -287 0
215 -285 287 0
-215 285 287 0
-215 -285 -287 0
284 286 -288 0
284 -286 288 0
-284 286 288 0
-284 -286 -288 0
13 18 -289 0
13 -18 -289 0
-13 18 -289 0
-13 -18 289 0
1 19 -290 0
1 -19 -290 0
-1 19 -290 0
-1 -19 290 0
227 290 -291 0
227 -290 -291 0
-227 290 -291 0
-227 -290 291 0
227 290 -292 0
227 -290 292 0
-227 290 292 0
-227 -290 -292 0
222 292 -293 0
222 -292 -293 0
-222 292 -293 0
-222 -292 293 0
222 292 -294 0
222 -292 294 0
-222 292 294 0
-222 -292 -294 0
291 293 -295 0
291 -293 295 0
-291 293 295 0
-291 -293 -295 0
2 19 -296 0
2 -19 -296 0
-2 19 -296 0
-2 -19 296 0
233 296 -297 0
233 -296 -297 0
-233 296 -297 0
-233 -296 297 0
233 296 -298 0
233 -296 298 0
-233 296 298 0
-233 -296 -298 0
228 298 -299 0
228 -298 -299 0
-228 298 -299 0
-228 -298 299 0
228 298 -300 0
228 -298 300 0
-228 298 300 0
-228 -298 -300 0
297 299 -301 0
297 -299 301 0
-297 299 301 0
-297 -299 -301 0
3 19 -302 0
3 -19 -302 0
-3 19 -302 0
-3 -19 302 0
239 302 -303 0
239 -302 -303 0
-239 302 -303 0
-239 -302 303 0
239 302 -304 0
239 -302 304 0
-239 302 304 0
-239 -302 -304 0
234 304 -305 0
234 -304 -305 0
-234 304 -305 0
-234 -304 305 0
234 304 -306 0
234 -304 306 0
-234 304 306 0
-234 -304 -306 0
303 305 -307 0
303 -305 307 0
-303 305 307 0
-303 -305 -307 0
4 19 -308 0
4 -19 -308 0
-4 19 -308 0
-4 -19 308 0
245 308 -309 0
245 -308 -309 0
-245 308 -309 0
-245 -308 309 0
245 308 -310 0
245 -308 310 0
-245 308 310 0
-245 -308 -310 0
240 310 -311 0
240 -310 -311 0
-240 310 -311 0
-240 -310 311 0
240 310 -312 0
240 -310 312 0
-240 310 312 0
-240 -310 -312 0
309 311 -313 0
309 -311 313 0
-309 311 313 0
-309 -311 -313 0
5 19 -314 0
5 -19 -314 0
-5 19 -314 0
-5 -19 314 0
251 314 -315 0
251 -314 -315 0
-251 314 -315 0
-251 -314 315 0
251 314 -316 0
251 -314 316 0
-251 314 316 0
-251 -314 -316 0
246 316 -317 0
246 -316 -317 0
-246 316 -317 0
-246 -316 317 0
246 316 -318 0
246 -316 318 0
-246 316 318 0
-246 -316 -318 0
315 317 -319 0
315 -317 319 0
-315 317 319 0
-315 -317 -319 0
6 19 -320 0
6 -19 -320 0
-6 19 -320 0
-6 -19 320 0
257 320 -321 0
257 -320 -321 0
-257 320 -321 0
-257 -320 321 0
257 320 -322 0
257 -320 322 0
-257 320 322 0
-257 -320 -322 0
252 322 -323 0
252 -322 -323 0
-252 322 -323 0
-252 -322 323 0
252 322 -324 0
252 -322 324 0
-252 322 324 0
-252 -322 -324 0
321 323 -325 0
321 -323 325 0
-321 323 325 0
-321 -323 -325 0
7 19 -326 0
7 -19 -326 0
-7 19 -326 0
-7 -19 326 0
263 326 -327 0
263 -326 -327 0
-263 326 -327 0
-263 -326 327 0
263 326 -328 0
263 -326 328 0
-263 326 328 0
-263 -326 -328 0
258 328 -329 0
258 -328 -329 0
-258 328 -329 0
-258 -328 329 0
258 328 -330 0
258 -328 330 0
-258 328 330 0
-258 -328 -330 0
327 329 -331 0
327 -329 331 0
-327 329 331 0
-327 -329 -331 0
8 19 -332 0
8 -19 -332 0
-8 19 -332 0
-8 -19 332 0
269 332 -333 0
269 -332 -333 0
-269 332 -333 0
-269 -332 333 0
269 332 -334 0
269 -332 334 0
-269 332 334 0
-269 -332 -334 0
264 334 -335 0
264 -334 -335 0
-264 334 -335 0
-264 -334 335 0
264 334 -336 0
264 -334 336 0
-264 334 336 0
-264 -334 -336 0
333 335 -337 0
333 -335 337 0
-333 335 337 0
-333 -335 -337 0
9 19 -338 0
9 -19 -338 0
-9 19 -338 0
-9 -19 338 0
275 338 -339 0
275 -338 -339 0
-275 338 -339 0
-275 -338 339 0
275 338 -340 0
275 -338 340 0
-275 338 340 0
-275 -338 -340 0
270 340 -341 0
270 -340 -341 0
-270 340 -341 0
-270 -340 341 0
270 340 -342 0
270 -340 342 0
-270 340 342 0
-270 -340 -342 0
339 341 -343 0
339 -341 343 0
-339 341 343 0
-339 -341 -343 0
10 19 -344 0
10 -19 -344 0
-10 19 -344 0
-10 -19 344 0
281 344 -345 0
281 -344 -345 0
-281 344 -345 0
-281 -344 345 0
281 344 -346 0
281 -344 346 0
-281 344 346 0
-281 -344 -346 0
276 346 -347 0
276 -346 -347 0
-276 346 -347 0
-276 -346 347 0
276 346 -348 0
276 -346 348 0
-276 346 348 0
-276 -346 -348 0
345 347 -349 0
345 -347 349 0
-345 347 349 0
-345 -347 -349 0
11 19 -350 0
11 -19 -350 0
-11 19 -350 0
-11 -19 350 0
287 350 -351 0
287 -350 -351 0
-287 350 -351 0
-287 -350 351 0
287 350 -352 0
287 -350 352 0
-287 350 352 0
-287 -350 -352 0
282 352 -353 0
282 -352 -353 0
-282 352 -353 0
-282 -352 353 0
282 352 -354 0
282 -352 354 0
-282 352 354 0
-282 -352 -354 0
351 353 -355 0
351 -353 355 0
-351 353 355 0
-351 -353 -355 0
12 19 -356 0
12 -19 -356 0
-12 19 -356 0
-12 -19 356 0
289 356 -357 0
289 -356 -357 0
-289 356 -357 0
-289 -356 357 0
289 356 -358 0
289 -356 358 0
-289 356 358 0
-289 -356 -358 0
288 358 -359 0
288 -358 -359 0
-288 358 -359 0
-288 -358 359 0
288 358 -360 0
288 -358 360 0
-288 358 360 0
-288 -358 -360 0
357 359 -361 0
357 -359 361 0
-357 359 361 0
-357 -359 -361 0
13 19 -362 0
13 -19 -362 0
-13 19 -362 0
-13 -19 362 0
1 20 -363 0
1 -20 -363 0
-1 20 -363 0
-1 -20 363 0
300 363 -364 0
300 -363 -364 0
-300 363 -364 0
-300 -363 364 0
300 363 -365 0
300 -363 365 0
-300 363 365 0
-300 -363 -365 0
295 365 -366 0
295 -365 -366 0
-295 365 -366 0
-295 -365 366 0
295 365 -367 0
295 -365 367 0
-295 365 367 0
-295 -365 -367 0
364 366 -368 0
364 -366 368 0
-364 366 368 0
-364 -366 -368 0
2 20 -369 0
2 -20 -369 0
-2 20 -369 0
-2 -20 369 0
306 369 -370 0
306 -369 -370 0
-306 369 -370 0
-306 -369 370 0
306 369 -371 0
306 -369 371 0
-306 369 371 0
-306 -369 -371 0
301 371 -372 0
301 -371 -372 0
-301 371 -372 0
-301 -371 372 0
301 371 -373 0
301 -371 373 0
-301 371 373 0
-301 -371 -373 0
370 372 -374 0
370 -372 374 0
-370 372 374 0
-370 -372 -374 0
3 20 -375 0
3 -20 -375 0
-3 20 -375 0
-3 -20 375 0
312 375 -376 0
312 -375 -376 0
-312 375 -376 0
-312 -375 376 0
312 375 -377 0
312 -375 377 0
-312 375 377 0
-312 -375 -377 0
307 377 -378 0
307 -377 -378 0
-307 377 -378 0
-307 -377 378 0
307 377 -379 0
307 -377 379 0
-307 377 379 0
-307 -377 -379 0
376 378 -380 0
376 -378 380 0
-376 378 380 0
-376 -378 -380 0
4 20 -381 0
4 -20 -381 0
-4 20 -381 0
-4 -20 381 0
318 381 -382 0
318 -381 -382 0
-318 381 -382 0
