c Problem SAT 3+  213
p cnf 190 727
20 -26 43 0
-20 26 43 0
-20 -26 -43 0
14 43 -44 0
14 -43 -44 0
-14 43 -44 0
-14 -43 44 0
14 43 -45 0
14 -43 45 0
-14 43 45 0
-14 -43 -45 0
42 44 -46 0
42 -44 46 0
-42 44 46 0
-42 -44 -46 0
21 27 -47 0
21 -27 -47 0
-21 27 -47 0
-21 -27 47 0
21 27 -48 0
21 -27 48 0
-21 27 48 0
-21 -27 -48 0
15 48 -49 0
15 -48 -49 0
-15 48 -49 0
-15 -48 49 0
15 48 -50 0
15 -48 50 0
-15 48 50 0
-15 -48 -50 0
47 49 -51 0
47 -49 51 0
-47 49 51 0
-47 -49 -51 0
22 28 -52 0
22 -28 -52 0
-22 28 -52 0
-22 -28 52 0
22 28 -53 0
22 -28 53 0
-22 28 53 0
-22 -28 -53 0
16 53 -54 0
16 -53 -54 0
-16 53 -54 0
-16 -53 54 0
16 53 -55 0
16 -53 55 0
-16 53 55 0
-16 -53 -55 0
52 54 -56 0
52 -54 56 0
-52 54 56 0
-52 -54 -56 0
23 29 -57 0
23 -29 -57 0
-23 29 -57 0
-23 -29 57 0
23 29 -58 0
23 -29 58 0
-23 29 58 0
-23 -29 -58 0
17 58 -59 0
17 -58 -59 0
-17 58 -59 0
-17 -58 59 0
17 58 -60 0
17 -58 60 0
-17 58 60 0
-17 -58 -60 0
57 59 -61 0
57 -59 61 0
-57 59 61 0
-57 -59 -61 0
24 30 -62 0
24 -30 -62 0
-24 30 -62 0
-24 -30 62 0
24 30 -63 0
24 -30 63 0
-24 30 63 0
-24 -30 -63 0
18 63 -64 0
18 -63 -64 0
-18 63 -64 0
-18 -63 64 0
18 63 -65 0
18 -63 65 0
-18 63 65 0
-18 -63 -65 0
62 64 -66 0
62 -64 66 0
-62 64 66 0
-62 -64 -66 0
25 31 -67 0
25 -31 -67 0
-25 31 -67 0
-25 -31 67 0
25 31 -68 0
25 -31 68 0
-25 31 68 0
-25 -31 -68 0
40 45 -69 0
40 -45 -69 0
-40 45 -69 0
-40 -45 69 0
40 45 -70 0
40 -45 70 0
-40 45 70 0
-40 -45 -70 0
50 33 -71 0
50 -33 -71 0
-50 33 -71 0
-50 -33 71 0
50 33 -72 0
50 -33 72 0
-50 33 72 0
-50 -33 -72 0
46 72 -73 0
46 -72 -73 0
-46 72 -73 0
-46 -72 73 0
46 72 -74 0
46 -72 74 0
-46 72 74 0
-46 -72 -74 0
71 73 -75 0
71 -73 75 0
-71 73 75 0
-71 -73 -75 0
55 34 -76 0
55 -34 -76 0
-55 34 -76 0
-55 -34 76 0
55 34 -77 0
55 -34 77 0
-55 34 77 0
-55 -34 -77 0
51 77 -78 0
51 -77 -78 0
-51 77 -78 0
-51 -77 78 0
51 77 -79 0
51 -77 79 0
-51 77 79 0
-51 -77 -79 0
76 78 -80 0
76 -78 80 0
-76 78 80 0
-76 -78 -80 0
60 35 -81 0
60 -35 -81 0
-60 35 -81 0
-60 -35 81 0
60 35 -82 0
60 -35 82 0
-60 35 82 0
-60 -35 -82 0
56 82 -83 0
56 -82 -83 0
-56 82 -83 0
-56 -82 83 0
56 82 -84 0
56 -82 84 0
-56 82 84 0
-56 -82 -84 0
81 83 -85 0
81 -83 85 0
-81 83 85 0
-81 -83 -85 0
65 36 -86 0
65 -36 -86 0
-65 36 -86 0
-65 -36 86 0
65 36 -87 0
65 -36 87 0
-65 36 87 0
-65 -36 -87 0
61 87 -88 0
61 -87 -88 0
-61 87 -88 0
-61 -87 88 0
61 87 -89 0
61 -87 89 0
-61 87 89 0
-61 -87 -89 0
86 88 -90 0
86 -88 90 0
-86 88 90 0
-86 -88 -90 0
68 37 -91 0
68 -37 -91 0
-68 37 -91 0
-68 -37 91 0
68 37 -92 0
68 -37 92 0
-68 37 92 0
-68 -37 -92 0
66 92 -93 0
66 -92 -93 0
-66 92 -93 0
-66 -92 93 0
66 92 -94 0
66 -92 94 0
-66 92 94 0
-66 -92 -94 0
91 93 -95 0
91 -93 95 0
-91 93 95 0
-91 -93 -95 0
32 38 -96 0
32 -38 -96 0
-32 38 -96 0
-32 -38 96 0
32 38 -97 0
32 -38 97 0
-32 38 97 0
-32 -38 -97 0
67 97 -98 0
67 -97 -98 0
-67 97 -98 0
-67 -97 98 0
67 97 -99 0
67 -97 99 0
-67 97 99 0
-67 -97 -99 0
96 98 -100 0
96 -98 100 0
-96 98 100 0
-96 -98 -100 0
69 74 -101 0
69 -74 101 0
-69 74 101 0
-69 -74 -101 0
69 74 -102 0
69 -74 -102 0
-69 74 -102 0
-69 -74 102 0
69 74 -103 0
69 -74 103 0
-69 74 103 0
-69 -74 103 0
75 79 -104 0
75 -79 104 0
-75 79 104 0
-75 -79 -104 0
75 79 -105 0
75 -79 -105 0
-75 79 -105 0
-75 -79 105 0
75 79 -106 0
75 -79 106 0
-75 79 106 0
-75 -79 106 0
80 84 -107 0
80 -84 107 0
-80 84 107 0
-80 -84 -107 0
80 84 -108 0
80 -84 -108 0
-80 84 -108 0
-80 -84 108 0
80 84 -109 0
80 -84 109 0
-80 84 109 0
-80 -84 109 0
85 89 -110 0
85 -89 110 0
-85 89 110 0
-85 -89 -110 0
85 89 -111 0
85 -89 -111 0
-85 89 -111 0
-85 -89 111 0
85 89 -112 0
85 -89 112 0
-85 89 112 0
-85 -89 112 0
90 94 -113 0
90 -94 113 0
-90 94 113 0
-90 -94 -113 0
90 94 -114 0
90 -94 -114 0
-90 94 -114 0
-90 -94 114 0
90 94 -115 0
90 -94 115 0
-90 94 115 0
-90 -94 115 0
95 99 -116 0
95 -99 116 0
-95 99 116 0
-95 -99 -116 0
95 99 -117 0
95 -99 -117 0
-95 99 -117 0
-95 -99 117 0
95 99 -118 0
95 -99 118 0
-95 99 118 0
-95 -99 118 0
100 39 -119 0
100 -39 119 0
-100 39 119 0
-100 -39 -119 0
100 39 -120 0
100 -39 -120 0
-100 39 -120 0
-100 -39 120 0
100 39 -121 0
100 -39 121 0
-100 39 121 0
-100 -39 121 0
12 41 -122 0
12 -41 122 0
-12 -41 -122 0
-12 41 122 0
41 12 -123 0
41 -12 -123 0
-41 12 -123 0
-41 -12 123 0
70 101 -124 0
70 -101 124 0
-70 -101 -124 0
-70 101 124 0
102 103 -125 0
102 -103 125 0
-102 103 125 0
-102 -103 125 0
102 70 -126 0
102 -70 126 0
-102 70 126 0
-102 -70 126 0
125 126 -127 0
125 -126 -127 0
-125 126 -127 0
-125 -126 127 0
102 103 -128 0
102 -103 128 0
-102 103 128 0
-102 -103 128 0
128 102 -129 0
128 -102 -129 0
-128 102 -129 0
-128 -102 129 0
105 107 -130 0
105 -107 130 0
-105 -107 -130 0
-105 107 130 0
106 107 -131 0
106 -107 131 0
-106 -107 -131 0
-106 107 131 0
108 109 -132 0
108 -109 132 0
-108 109 132 0
-108 -109 132 0
108 106 -133 0
108 -106 133 0
-108 106 133 0
-108 -106 133 0
132 133 -134 0
132 -133 -134 0
-132 133 -134 0
-132 -133 134 0
108 109 -135 0
108 -109 135 0
-108 109 135 0
-108 -109 135 0
108 105 -136 0
108 -105 136 0
-108 105 136 0
-108 -105 136 0
135 136 -137 0
135 -136 -137 0
-135 136 -137 0
-135 -136 137 0
111 113 -138 0
111 -113 138 0
-111 -113 -138 0
-111 113 138 0
112 113 -139 0
112 -113 139 0
-112 -113 -139 0
-112 113 139 0
114 115 -140 0
114 -115 140 0
-114 115 140 0
-114 -115 140 0
114 112 -141 0
114 -112 141 0
-114 112 141 0
-114 -112 141 0
140 141 -142 0
140 -141 -142 0
-140 141 -142 0
-140 -141 142 0
114 115 -143 0
114 -115 143 0
-114 115 143 0
-114 -115 143 0
114 111 -144 0
114 -111 144 0
-114 111 144 0
-114 -111 144 0
143 144 -145 0
143 -144 -145 0
-143 144 -145 0
-143 -144 145 0
117 119 -146 0
117 -119 146 0
-117 -119 -146 0
-117 119 146 0
118 119 -147 0
118 -119 147 0
-118 -119 -147 0
-118 119 147 0
120 121 -148 0
120 -121 148 0
-120 121 148 0
-120 -121 148 0
120 118 -149 0
120 -118 149 0
-120 118 149 0
-120 -118 149 0
148 149 -150 0
148 -149 -150 0
-148 149 -150 0
-148 -149 150 0
120 121 -151 0
120 -121 151 0
-120 121 151 0
-120 -121 151 0
120 117 -152 0
120 -117 152 0
-120 117 152 0
-120 -117 152 0
151 152 -153 0
151 -152 -153 0
-151 152 -153 0
-151 -152 153 0
123 70 -154 0
123 -70 154 0
-123 -70 -154 0
-123 70 154 0
123 101 -155 0
123 -101 155 0
-123 124 -155 0
-123 -124 155 0
129 127 -156 0
129 -127 156 0
-129 127 156 0
-129 -127 156 0
129 123 -157 0
129 -123 157 0
-129 123 157 0
-129 -123 157 0
156 157 -158 0
156 -157 -158 0
-156 157 -158 0
-156 -157 158 0
129 127 -159 0
129 -127 159 0
-129 127 159 0
-129 -127 159 0
159 129 -160 0
159 -129 -160 0
-159 129 -160 0
-159 -129 160 0
137 110 -161 0
137 -110 161 0
-137 -110 -161 0
-137 110 161 0
137 138 -162 0
137 -138 162 0
-137 139 -162 0
-137 -139 162 0
134 110 -163 0
134 -110 163 0
-134 -110 -163 0
-134 110 163 0
134 138 -164 0
134 -138 164 0
-134 139 -164 0
-134 -139 164 0
145 142 -165 0
145 -142 165 0
-145 142 165 0
-145 -142 165 0
145 134 -166 0
145 -134 166 0
-145 134 166 0
-145 -134 166 0
165 166 -167 0
165 -166 -167 0
-165 166 -167 0
-165 -166 167 0
145 142 -168 0
145 -142 168 0
-145 142 168 0
-145 -142 168 0
145 137 -169 0
145 -137 169 0
-145 137 169 0
-145 -137 169 0
168 169 -170 0
168 -169 -170 0
-168 169 -170 0
-168 -169 170 0
160 104 -171 0
160 -104 171 0
-160 -104 -171 0
-160 104 171 0
160 130 -172 0
160 -130 172 0
-160 131 -172 0
-160 -131 172 0
160 161 -173 0
160 -161 173 0
-160 163 -173 0
-160 -163 173 0
160 162 -174 0
160 -162 174 0
-160 164 -174 0
-160 -164 174 0
158 104 -175 0
158 -104 175 0
-158 -104 -175 0
-158 104 175 0
158 130 -176 0
158 -130 176 0
-158 131 -176 0
-158 -131 176 0
158 161 -177 0
158 -161 177 0
-158 163 -177 0
-158 -163 177 0
158 162 -178 0
158 -162 178 0
-158 164 -178 0
-158 -164 178 0
170 167 -179 0
170 -167 179 0
-170 167 179 0
-170 -167 179 0
170 158 -180 0
170 -158 180 0
-170 158 180 0
-170 -158 180 0
179 180 -181 0
179 -180 -181 0
-179 180 -181 0
-179 -180 181 0
170 167 -182 0
170 -167 182 0
-170 167 182 0
-170 -167 182 0
170 160 -183 0
170 -160 183 0
-170 160 183 0
-170 -160 183 0
182 183 -184 0
182 -183 -184 0
-182 183 -184 0
-182 -183 184 0
184 116 -185 0
184 -116 185 0
-184 -116 -185 0
-184 116 185 0
184 146 -186 0
184 -146 186 0
-184 147 -186 0
-184 -147 186 0
184 153 -187 0
184 -153 187 0
-184 150 -187 0
-184 -150 187 0
181 116 -188 0
181 -116 188 0
-181 -116 -188 0
-181 116 188 0
181 146 -189 0
181 -146 189 0
-181 147 -189 0
-181 -147 189 0
181 153 -190 0
181 -153 190 0
-181 150 -190 0
-181 -150 190 0
12 0
41 0
-70 0
-101 0
171 0
-172 0
173 0
174 0
-185 0
-186 0
-187 0
